	community	roi	community_id	commmunity_id
366	ContC	pCun_8	pCun_8	11
367	ContC	pCun_9	pCun_9	11
368	ContC	pCun_10	pCun_10	11
369	ContC	pCun_11	pCun_11	11
370	ContC	Cingp_1	Cingp_1	11
371	ContC	Cingp_2	Cingp_2	11
372	ContC	Cingp_3	Cingp_3	11
373	ContC	Cingp_4	Cingp_4	11
374	ContC	Cingp_5	Cingp_5	11
375	ContC	Cingp_6	Cingp_6	11
376	ContC	Cingp_7	Cingp_7	11
377	ContC	Cingp_8	Cingp_8	11
378	DefaultA	IPL_1	IPL_1	12
379	DefaultA	IPL_2	IPL_2	12
380	DefaultA	IPL_3	IPL_3	12
381	DefaultA	IPL_4	IPL_4	12
382	DefaultA	IPL_5	IPL_5	12
383	DefaultA	IPL_6	IPL_6	12
384	DefaultA	IPL_7	IPL_7	12
385	DefaultA	PFCd_1	PFCd_1	12
386	DefaultA	PFCd_2	PFCd_2	12
387	DefaultA	PFCd_3	PFCd_3	12
388	DefaultA	PFCd_4	PFCd_4	12
389	DefaultA	PCC_1	PCC_1	12
390	DefaultA	PCC_2	PCC_2	12
391	DefaultA	PCC_3	PCC_3	12
392	DefaultA	PCC_4	PCC_4	12
393	DefaultA	PCC_5	PCC_5	12
394	DefaultA	PCC_6	PCC_6	12
395	DefaultA	PCC_7	PCC_7	12
396	DefaultA	PCC_8	PCC_8	12
397	DefaultA	PCC_9	PCC_9	12
398	DefaultA	PCC_10	PCC_10	12
399	DefaultA	PCC_11	PCC_11	12
400	DefaultA	PCC_12	PCC_12	12
401	DefaultA	PCC_13	PCC_13	12
402	DefaultA	PCC_14	PCC_14	12
403	DefaultA	PCC_15	PCC_15	12
404	DefaultA	PCC_16	PCC_16	12
405	DefaultA	PCC_17	PCC_17	12
406	DefaultA	PCC_18	PCC_18	12
407	DefaultA	PCC_19	PCC_19	12
408	DefaultA	PCC_20	PCC_20	12
409	DefaultA	PCC_21	PCC_21	12
410	DefaultA	PCC_22	PCC_22	12
411	DefaultA	PFCm_1	PFCm_1	12
412	DefaultA	PFCm_2	PFCm_2	12
413	DefaultA	PFCm_3	PFCm_3	12
414	DefaultA	PFCm_4	PFCm_4	12
415	DefaultA	PFCm_5	PFCm_5	12
416	DefaultA	PFCm_6	PFCm_6	12
417	DefaultA	PFCm_7	PFCm_7	12
418	DefaultA	PFCm_8	PFCm_8	12
419	DefaultA	PFCm_9	PFCm_9	12
420	DefaultA	PFCm_10	PFCm_10	12
421	DefaultA	PFCm_11	PFCm_11	12
422	DefaultA	PFCm_12	PFCm_12	12
423	DefaultB	Temp_1	Temp_1	13
424	DefaultB	Temp_2	Temp_2	13
425	DefaultB	Temp_3	Temp_3	13
426	DefaultB	Temp_4	Temp_4	13
427	DefaultB	Temp_5	Temp_5	13
428	DefaultB	Temp_6	Temp_6	13
429	DefaultB	Temp_7	Temp_7	13
430	DefaultB	Temp_8	Temp_8	13
431	DefaultB	Temp_9	Temp_9	13
432	DefaultB	Temp_10	Temp_10	13
433	DefaultB	Temp_11	Temp_11	13
434	DefaultB	Temp_12	Temp_12	13
435	DefaultB	Temp_13	Temp_13	13
436	DefaultB	IPL_1	IPL_1	13
437	DefaultB	IPL_2	IPL_2	13
438	DefaultB	IPL_3	IPL_3	13
439	DefaultB	IPL_4	IPL_4	13
440	DefaultB	IPL_5	IPL_5	13
441	DefaultB	IPL_6	IPL_6	13
442	DefaultB	IPL_7	IPL_7	13
443	DefaultB	IPL_8	IPL_8	13
444	DefaultB	IPL_9	IPL_9	13
445	DefaultB	PFCd_1	PFCd_1	13
446	DefaultB	PFCd_2	PFCd_2	13
447	DefaultB	PFCd_3	PFCd_3	13
448	DefaultB	PFCd_4	PFCd_4	13
449	DefaultB	PFCd_5	PFCd_5	13
450	DefaultB	PFCd_6	PFCd_6	13
451	DefaultB	PFCd_7	PFCd_7	13
452	DefaultB	PFCd_8	PFCd_8	13
453	DefaultB	PFCd_9	PFCd_9	13
454	DefaultB	PFCd_10	PFCd_10	13
455	DefaultB	PFCd_11	PFCd_11	13
456	DefaultB	PFCd_12	PFCd_12	13
457	DefaultB	PFCl_1	PFCl_1	13
458	DefaultB	PFCl_2	PFCl_2	13
459	DefaultB	PFCv_1	PFCv_1	13
460	DefaultB	PFCv_2	PFCv_2	13
461	DefaultB	PFCv_3	PFCv_3	13
462	DefaultB	PFCv_4	PFCv_4	13
463	DefaultB	PFCv_5	PFCv_5	13
464	DefaultB	PFCv_6	PFCv_6	13
465	DefaultB	PFCv_7	PFCv_7	13
466	DefaultB	PFCv_8	PFCv_8	13
467	DefaultB	PFCv_9	PFCv_9	13
468	DefaultC	IPL_1	IPL_1	14
469	DefaultC	IPL_2	IPL_2	14
470	DefaultC	IPL_3	IPL_3	14
471	DefaultC	Rsp_1	Rsp_1	14
472	DefaultC	Rsp_2	Rsp_2	14
473	DefaultC	Rsp_3	Rsp_3	14
474	DefaultC	Rsp_4	Rsp_4	14
475	DefaultC	Rsp_5	Rsp_5	14
476	DefaultC	Rsp_6	Rsp_6	14
477	DefaultC	Rsp_7	Rsp_7	14
478	DefaultC	Rsp_8	Rsp_8	14
479	DefaultC	PHC_1	PHC_1	14
480	DefaultC	PHC_2	PHC_2	14
481	DefaultC	PHC_3	PHC_3	14
482	DefaultC	PHC_4	PHC_4	14
483	DefaultC	PHC_5	PHC_5	14
484	DefaultC	PHC_6	PHC_6	14
485	TempPar	1	1	15
486	TempPar	2	2	15
487	TempPar	3	3	15
488	TempPar	4	4	15
489	TempPar	5	5	15
490	TempPar	6	6	15
491	TempPar	7	7	15
492	TempPar	8	8	15
493	TempPar	9	9	15
494	TempPar	10	10	15
495	TempPar	11	11	15
496	TempPar	12	12	15
497	TempPar	13	13	15
498	TempPar	14	14	15
499	TempPar	15	15	15
500	TempPar	16	16	15
501	VisCent	ExStr_1	ExStr_1	0
502	VisCent	ExStr_2	ExStr_2	0
503	VisCent	ExStr_3	ExStr_3	0
504	VisCent	ExStr_4	ExStr_4	0
505	VisCent	ExStr_5	ExStr_5	0
506	VisCent	ExStr_6	ExStr_6	0
507	VisCent	ExStr_7	ExStr_7	0
508	VisCent	ExStr_8	ExStr_8	0
509	VisCent	ExStr_9	ExStr_9	0
510	VisCent	ExStr_10	ExStr_10	0
511	VisCent	ExStr_11	ExStr_11	0
512	VisCent	ExStr_12	ExStr_12	0
513	VisCent	ExStr_13	ExStr_13	0
514	VisCent	ExStr_14	ExStr_14	0
515	VisCent	ExStr_15	ExStr_15	0
516	VisCent	ExStr_16	ExStr_16	0
517	VisCent	ExStr_17	ExStr_17	0
518	VisCent	ExStr_18	ExStr_18	0
519	VisCent	ExStr_19	ExStr_19	0
520	VisCent	ExStr_20	ExStr_20	0
521	VisCent	ExStr_21	ExStr_21	0
522	VisCent	ExStr_22	ExStr_22	0
523	VisCent	ExStr_23	ExStr_23	0
524	VisCent	ExStr_24	ExStr_24	0
525	VisCent	ExStr_25	ExStr_25	0
526	VisCent	ExStr_26	ExStr_26	0
527	VisCent	ExStr_27	ExStr_27	0
528	VisCent	ExStr_28	ExStr_28	0
529	VisCent	ExStr_29	ExStr_29	0
530	VisCent	ExStr_30	ExStr_30	0
531	VisCent	ExStr_31	ExStr_31	0
532	VisCent	ExStr_32	ExStr_32	0
533	VisCent	ExStr_33	ExStr_33	0
534	VisCent	ExStr_34	ExStr_34	0
535	VisCent	ExStr_35	ExStr_35	0
536	VisCent	ExStr_36	ExStr_36	0
537	VisCent	ExStr_37	ExStr_37	0
538	VisCent	ExStr_38	ExStr_38	0
539	VisCent	ExStr_39	ExStr_39	0
540	VisPeri	ExStrSup_1	ExStrSup_1	1
541	VisPeri	ExStrSup_2	ExStrSup_2	1
542	VisPeri	ExStrSup_3	ExStrSup_3	1
543	VisPeri	ExStrSup_4	ExStrSup_4	1
544	VisPeri	ExStrSup_5	ExStrSup_5	1
545	VisPeri	ExStrSup_6	ExStrSup_6	1
546	VisPeri	ExStrSup_7	ExStrSup_7	1
547	VisPeri	ExStrSup_8	ExStrSup_8	1
548	VisPeri	ExStrSup_9	ExStrSup_9	1
549	VisPeri	ExStrSup_10	ExStrSup_10	1
550	VisPeri	ExStrSup_11	ExStrSup_11	1
551	VisPeri	ExStrSup_12	ExStrSup_12	1
552	VisPeri	ExStrSup_13	ExStrSup_13	1
553	VisPeri	ExStrSup_14	ExStrSup_14	1
554	VisPeri	ExStrSup_15	ExStrSup_15	1
555	VisPeri	ExStrSup_16	ExStrSup_16	1
556	VisPeri	ExStrSup_17	ExStrSup_17	1
557	VisPeri	ExStrSup_18	ExStrSup_18	1
558	VisPeri	ExStrSup_19	ExStrSup_19	1
559	VisPeri	ExStrSup_20	ExStrSup_20	1
560	VisPeri	ExStrSup_21	ExStrSup_21	1
561	VisPeri	ExStrSup_22	ExStrSup_22	1
562	VisPeri	ExStrSup_23	ExStrSup_23	1
563	VisPeri	ExStrSup_24	ExStrSup_24	1
564	VisPeri	ExStrSup_25	ExStrSup_25	1
565	VisPeri	ExStrSup_26	ExStrSup_26	1
566	VisPeri	ExStrSup_27	ExStrSup_27	1
567	VisPeri	ExStrSup_28	ExStrSup_28	1
568	VisPeri	ExStrSup_29	ExStrSup_29	1
569	SomMotA	1	1	2
570	SomMotA	2	2	2
571	SomMotA	3	3	2
572	SomMotA	4	4	2
573	SomMotA	5	5	2
574	SomMotA	6	6	2
575	SomMotA	7	7	2
576	SomMotA	8	8	2
577	SomMotA	9	9	2
578	SomMotA	10	10	2
579	SomMotA	11	11	2
580	SomMotA	12	12	2
581	SomMotA	13	13	2
582	SomMotA	14	14	2
583	SomMotA	15	15	2
584	SomMotA	16	16	2
585	SomMotA	17	17	2
586	SomMotA	18	18	2
587	SomMotA	19	19	2
588	SomMotA	20	20	2
589	SomMotA	21	21	2
590	SomMotA	22	22	2
591	SomMotA	23	23	2
592	SomMotA	24	24	2
593	SomMotA	25	25	2
594	SomMotA	26	26	2
595	SomMotA	27	27	2
596	SomMotA	28	28	2
597	SomMotA	29	29	2
598	SomMotA	30	30	2
599	SomMotA	31	31	2
600	SomMotA	32	32	2
601	SomMotA	33	33	2
602	SomMotA	34	34	2
603	SomMotA	35	35	2
604	SomMotA	36	36	2
605	SomMotA	37	37	2
606	SomMotA	38	38	2
607	SomMotA	39	39	2
608	SomMotA	40	40	2
609	SomMotA	41	41	2
610	SomMotA	42	42	2
611	SomMotA	43	43	2
612	SomMotA	44	44	2
613	SomMotA	45	45	2
614	SomMotA	46	46	2
615	SomMotA	47	47	2
616	SomMotA	48	48	2
617	SomMotB	S2_1	S2_1	3
618	SomMotB	S2_2	S2_2	3
619	SomMotB	S2_3	S2_3	3
620	SomMotB	S2_4	S2_4	3
621	SomMotB	S2_5	S2_5	3
622	SomMotB	S2_6	S2_6	3
623	SomMotB	S2_7	S2_7	3
624	SomMotB	S2_8	S2_8	3
625	SomMotB	S2_9	S2_9	3
626	SomMotB	S2_10	S2_10	3
627	SomMotB	S2_11	S2_11	3
628	SomMotB	S2_12	S2_12	3
629	SomMotB	S2_13	S2_13	3
630	SomMotB	S2_14	S2_14	3
631	SomMotB	S2_15	S2_15	3
632	SomMotB	S2_16	S2_16	3
633	SomMotB	S2_17	S2_17	3
634	SomMotB	S2_18	S2_18	3
