	community	roi	commmunity_id
77	SomMotB	Aud_10	3
78	SomMotB	Aud_11	3
79	SomMotB	Aud_12	3
80	SomMotB	Aud_13	3
81	SomMotB	Aud_14	3
82	SomMotB	Aud_15	3
83	SomMotB	Aud_16	3
84	SomMotB	Aud_17	3
85	SomMotB	Aud_18	3
86	SomMotB	Aud_19	3
87	SomMotB	Aud_20	3
88	SomMotB	Aud_21	3
89	SomMotB	Aud_22	3
90	SomMotB	Aud_23	3
91	SomMotB	Aud_24	3
92	DorsAttnA	TempOcc_1	4
93	DorsAttnA	TempOcc_2	4
94	DorsAttnA	TempOcc_3	4
95	DorsAttnA	TempOcc_4	4
96	DorsAttnA	TempOcc_5	4
97	DorsAttnA	TempOcc_6	4
98	DorsAttnA	TempOcc_7	4
99	DorsAttnA	TempOcc_8	4
100	DorsAttnA	SPL_1	4
101	DorsAttnA	SPL_2	4
102	DorsAttnA	SPL_3	4
103	DorsAttnA	SPL_4	4
104	DorsAttnA	SPL_5	4
105	DorsAttnA	SPL_6	4
106	DorsAttnA	SPL_7	4
107	DorsAttnA	SPL_8	4
108	DorsAttnA	SPL_9	4
109	DorsAttnA	SPL_10	4
110	DorsAttnA	SPL_11	4
111	DorsAttnA	SPL_12	4
112	DorsAttnB	PostC_1	5
113	DorsAttnB	PostC_2	5
114	DorsAttnB	PostC_3	5
115	DorsAttnB	PostC_4	5
116	DorsAttnB	PostC_5	5
117	DorsAttnB	PostC_6	5
118	DorsAttnB	PostC_7	5
119	DorsAttnB	PostC_8	5
120	DorsAttnB	PostC_9	5
121	DorsAttnB	PostC_10	5
122	DorsAttnB	FEF_1	5
123	DorsAttnB	FEF_2	5
124	DorsAttnB	FEF_3	5
125	DorsAttnB	FEF_4	5
126	DorsAttnB	PrCv_1	5
127	SalVentAttnA	ParOper_1	6
128	SalVentAttnA	ParOper_2	6
129	SalVentAttnA	ParOper_3	6
130	SalVentAttnA	ParOper_4	6
131	SalVentAttnA	ParOper_5	6
132	SalVentAttnA	Ins_1	6
133	SalVentAttnA	Ins_2	6
134	SalVentAttnA	Ins_3	6
135	SalVentAttnA	Ins_4	6
136	SalVentAttnA	Ins_5	6
137	SalVentAttnA	Ins_6	6
138	SalVentAttnA	Ins_7	6
139	SalVentAttnA	Ins_8	6
140	SalVentAttnA	Ins_9	6
141	SalVentAttnA	Ins_10	6
142	SalVentAttnA	ParMed_1	6
143	SalVentAttnA	ParMed_2	6
144	SalVentAttnA	ParMed_3	6
145	SalVentAttnA	ParMed_4	6
146	SalVentAttnA	ParMed_5	6
147	SalVentAttnA	ParMed_6	6
148	SalVentAttnA	FrMed_1	6
149	SalVentAttnA	FrMed_2	6
150	SalVentAttnA	FrMed_3	6
151	SalVentAttnA	FrMed_4	6
152	SalVentAttnA	FrMed_5	6
153	SalVentAttnB	PFCd_1	7
154	SalVentAttnB	PFCl_1	7
155	SalVentAttnB	PFCl_2	7
156	SalVentAttnB	PFCl_3	7
157	SalVentAttnB	PFCl_4	7
158	SalVentAttnB	PFCv_1	7
159	SalVentAttnB	PFCv_2	7
160	SalVentAttnB	PFCv_3	7
161	SalVentAttnB	PFCv_4	7
162	SalVentAttnB	PFCmp_1	7
163	SalVentAttnB	PFCmp_2	7
164	SalVentAttnB	PFCmp_3	7
165	Limbic	OFC_1	8
166	Limbic	OFC_2	8
167	Limbic	OFC_3	8
168	Limbic	OFC_4	8
169	Limbic	OFC_5	8
170	Limbic	OFC_6	8
171	Limbic	OFC_7	8
172	Limbic	OFC_8	8
173	Limbic	OFC_9	8
174	Limbic	OFC_10	8
175	Limbic	TempPole_1	8
176	Limbic	TempPole_2	8
177	Limbic	TempPole_3	8
178	Limbic	TempPole_4	8
179	Limbic	TempPole_5	8
180	Limbic	TempPole_6	8
181	Limbic	TempPole_7	8
182	Limbic	TempPole_8	8
183	Limbic	TempPole_9	8
184	Limbic	TempPole_10	8
185	Limbic	TempPole_11	8
186	Limbic	TempPole_12	8
187	ContA	Temp_1	9
188	ContA	Temp_2	9
189	ContA	IPS_1	9
190	ContA	IPS_2	9
191	ContA	IPS_3	9
192	ContA	IPS_4	9
193	ContA	IPS_5	9
194	ContA	IPS_6	9
195	ContA	PFCd_1	9
196	ContA	PFCd_2	9
197	ContA	PFCl_1	9
198	ContA	PFCl_2	9
199	ContA	PFCl_3	9
200	ContA	PFCl_4	9
201	ContA	PFCl_5	9
202	ContA	PFCl_6	9
203	ContA	PFCl_7	9
204	ContA	PFCl_8	9
205	ContA	Cinga_1	9
206	ContB	Temp_1	10
207	ContB	Temp_2	10
208	ContB	IPL_1	10
209	ContB	IPL_2	10
210	ContB	IPL_3	10
211	ContB	IPL_4	10
212	ContB	IPL_5	10
213	ContB	PFCd_1	10
214	ContB	PFCl_1	10
215	ContB	PFCl_2	10
216	ContB	PFClv_1	10
217	ContB	PFClv_2	10
218	ContB	PFClv_3	10
219	ContB	PFCmp_1	10
220	ContC	pCun_1	11
221	ContC	pCun_2	11
222	ContC	pCun_3	11
223	ContC	pCun_4	11
224	ContC	pCun_5	11
225	ContC	pCun_6	11
226	ContC	Cingp_1	11
227	ContC	Cingp_2	11
228	DefaultA	IPL_1	12
229	DefaultA	IPL_2	12
230	DefaultA	IPL_3	12
231	DefaultA	IPL_4	12
232	DefaultA	PFCd_1	12
233	DefaultA	PFCd_2	12
234	DefaultA	PFCd_3	12
235	DefaultA	PCC_1	12
236	DefaultA	PCC_2	12
237	DefaultA	PCC_3	12
238	DefaultA	PCC_4	12
239	DefaultA	PCC_5	12
240	DefaultA	PCC_6	12
241	DefaultA	PCC_7	12
242	DefaultA	PCC_8	12
243	DefaultA	PCC_9	12
244	DefaultA	PCC_10	12
245	DefaultA	PCC_11	12
246	DefaultA	PCC_12	12
247	DefaultA	PFCm_1	12
248	DefaultA	PFCm_2	12
249	DefaultA	PFCm_3	12
250	DefaultA	PFCm_4	12
251	DefaultA	PFCm_5	12
252	DefaultA	PFCm_6	12
253	DefaultA	PFCm_7	12
254	DefaultA	PFCm_8	12
255	DefaultB	Temp_1	13
256	DefaultB	Temp_2	13
257	DefaultB	Temp_3	13
258	DefaultB	Temp_4	13
259	DefaultB	Temp_5	13
260	DefaultB	Temp_6	13
261	DefaultB	Temp_7	13
262	DefaultB	IPL_1	13
263	DefaultB	IPL_2	13
264	DefaultB	IPL_3	13
265	DefaultB	IPL_4	13
266	DefaultB	PFCd_1	13
267	DefaultB	PFCd_2	13
268	DefaultB	PFCd_3	13
269	DefaultB	PFCd_4	13
270	DefaultB	PFCd_5	13
271	DefaultB	PFCd_6	13
272	DefaultB	PFCd_7	13
273	DefaultB	PFCl_1	13
274	DefaultB	PFCl_2	13
275	DefaultB	PFCv_1	13
276	DefaultB	PFCv_2	13
277	DefaultB	PFCv_3	13
278	DefaultB	PFCv_4	13
279	DefaultB	PFCv_5	13
280	DefaultB	PFCv_6	13
281	DefaultB	PFCv_7	13
282	DefaultC	IPL_1	14
283	DefaultC	IPL_2	14
284	DefaultC	Rsp_1	14
285	DefaultC	Rsp_2	14
286	DefaultC	Rsp_3	14
287	DefaultC	Rsp_4	14
288	DefaultC	PHC_1	14
289	DefaultC	PHC_2	14
290	DefaultC	PHC_3	14
291	DefaultC	PHC_4	14
292	DefaultC	PHC_5	14
293	TempPar	1	15
294	TempPar	2	15
295	TempPar	3	15
296	TempPar	4	15
297	TempPar	5	15
298	TempPar	6	15
299	TempPar	7	15
300	TempPar	8	15
301	VisCent	ExStr_1	0
302	VisCent	ExStr_2	0
303	VisCent	ExStr_3	0
304	VisCent	ExStr_4	0
305	VisCent	ExStr_5	0
306	VisCent	ExStr_6	0
307	VisCent	ExStr_7	0
308	VisCent	ExStr_8	0
309	VisCent	ExStr_9	0
310	VisCent	ExStr_10	0
311	VisCent	ExStr_11	0
312	VisCent	ExStr_12	0
313	VisCent	ExStr_13	0
314	VisCent	ExStr_14	0
315	VisCent	ExStr_15	0
316	VisCent	ExStr_16	0
317	VisCent	ExStr_17	0
318	VisCent	ExStr_18	0
319	VisCent	ExStr_19	0
320	VisCent	ExStr_20	0
321	VisCent	ExStr_21	0
322	VisPeri	ExStrSup_1	1
323	VisPeri	ExStrSup_2	1
324	VisPeri	ExStrSup_3	1
325	VisPeri	ExStrSup_4	1
326	VisPeri	ExStrSup_5	1
327	VisPeri	ExStrSup_6	1
328	VisPeri	ExStrSup_7	1
329	VisPeri	ExStrSup_8	1
330	VisPeri	ExStrSup_9	1
331	VisPeri	ExStrSup_10	1
332	VisPeri	ExStrSup_11	1
333	VisPeri	ExStrSup_12	1
334	VisPeri	ExStrSup_13	1
335	VisPeri	ExStrSup_14	1
336	VisPeri	ExStrSup_15	1
337	SomMotA	1	2
338	SomMotA	2	2
339	SomMotA	3	2
340	SomMotA	4	2
341	SomMotA	5	2
342	SomMotA	6	2
343	SomMotA	7	2
344	SomMotA	8	2
345	SomMotA	9	2
346	SomMotA	10	2
347	SomMotA	11	2
348	SomMotA	12	2
349	SomMotA	13	2
350	SomMotA	14	2
351	SomMotA	15	2
352	SomMotA	16	2
353	SomMotA	17	2
354	SomMotA	18	2
355	SomMotA	19	2
356	SomMotA	20	2
357	SomMotA	21	2
358	SomMotA	22	2
359	SomMotA	23	2
360	SomMotA	24	2
361	SomMotA	25	2
362	SomMotA	26	2
363	SomMotA	27	2
364	SomMotB	S2_1	3
365	SomMotB	S2_2	3
366	SomMotB	S2_3	3
367	SomMotB	S2_4	3
368	SomMotB	S2_5	3
369	SomMotB	S2_6	3
370	SomMotB	S2_7	3
371	SomMotB	S2_8	3
372	SomMotB	S2_9	3
373	SomMotB	S2_10	3
374	SomMotB	S2_11	3
375	SomMotB	S2_12	3
376	SomMotB	S2_13	3
377	SomMotB	S2_14	3
378	SomMotB	S2_15	3
379	SomMotB	S2_16	3
380	SomMotB	S2_17	3
381	SomMotB	S2_18	3
382	SomMotB	S2_19	3
383	DorsAttnA	TempOcc_1	4
384	DorsAttnA	TempOcc_2	4
385	DorsAttnA	TempOcc_3	4
386	DorsAttnA	TempOcc_4	4
387	DorsAttnA	TempOcc_5	4
388	DorsAttnA	SPL_1	4
389	DorsAttnA	SPL_2	4
390	DorsAttnA	SPL_3	4
391	DorsAttnA	SPL_4	4
392	DorsAttnA	SPL_5	4
393	DorsAttnA	SPL_6	4
394	DorsAttnA	SPL_7	4
395	DorsAttnA	SPL_8	4
396	DorsAttnA	SPL_9	4
397	DorsAttnA	SPL_10	4
398	DorsAttnA	SPL_11	4
399	DorsAttnA	SPL_12	4
400	DorsAttnA	SPL_13	4
401	DorsAttnA	SPL_14	4
402	DorsAttnB	TempOcc_1	5
403	DorsAttnB	PostC_1	5
404	DorsAttnB	PostC_2	5
405	DorsAttnB	PostC_3	5
406	DorsAttnB	PostC_4	5
407	DorsAttnB	PostC_5	5
408	DorsAttnB	PostC_6	5
409	DorsAttnB	PostC_7	5
410	DorsAttnB	PostC_8	5
411	DorsAttnB	PostC_9	5
412	DorsAttnB	PostC_10	5
413	DorsAttnB	PostC_11	5
414	DorsAttnB	PostC_12	5
415	DorsAttnB	FEF_1	5
416	DorsAttnB	FEF_2	5
417	DorsAttnB	FEF_3	5
418	DorsAttnB	FEF_4	5
419	DorsAttnB	PrCv_1	5
420	SalVentAttnA	ParOper_1	6
421	SalVentAttnA	ParOper_2	6
422	SalVentAttnA	ParOper_3	6
423	SalVentAttnA	ParOper_4	6
424	SalVentAttnA	ParOper_5	6
425	SalVentAttnA	PrC_1	6
426	SalVentAttnA	Ins_1	6
427	SalVentAttnA	Ins_2	6
428	SalVentAttnA	Ins_3	6
429	SalVentAttnA	Ins_4	6
430	SalVentAttnA	Ins_5	6
431	SalVentAttnA	Ins_6	6
432	SalVentAttnA	Ins_7	6
433	SalVentAttnA	Ins_8	6
434	SalVentAttnA	Ins_9	6
435	SalVentAttnA	Ins_10	6
436	SalVentAttnA	Ins_11	6
437	SalVentAttnA	FrMed_1	6
438	SalVentAttnA	FrMed_2	6
439	SalVentAttnA	FrMed_3	6
440	SalVentAttnA	FrMed_4	6
441	SalVentAttnA	FrMed_5	6
442	SalVentAttnA	FrMed_6	6
443	SalVentAttnA	FrMed_7	6
444	SalVentAttnA	FrMed_8	6
445	SalVentAttnA	FrMed_9	6
446	SalVentAttnA	FrMed_10	6
447	SalVentAttnA	FrMed_11	6
448	SalVentAttnA	FrMed_12	6
449	SalVentAttnA	FrMed_13	6
450	SalVentAttnB	IPL_1	7
451	SalVentAttnB	IPL_2	7
452	SalVentAttnB	PFCl_1	7
453	SalVentAttnB	PFCl_2	7
454	SalVentAttnB	PFCl_3	7
455	SalVentAttnB	PFCv_1	7
456	SalVentAttnB	PFCv_2	7
457	SalVentAttnB	PFCv_3	7
458	SalVentAttnB	PFCv_4	7
459	SalVentAttnB	PFCv_5	7
460	SalVentAttnB	PFCv_6	7
461	SalVentAttnB	PFCv_7	7
462	SalVentAttnB	PFCmp_1	7
463	SalVentAttnB	PFCmp_2	7
464	SalVentAttnB	PFCmp_3	7
465	SalVentAttnB	PFCmp_4	7
466	SalVentAttnB	PFCmp_5	7
467	SalVentAttnB	PFCmp_6	7
468	SalVentAttnB	PFCmp_7	7
469	Limbic	OFC_1	8
470	Limbic	OFC_2	8
471	Limbic	OFC_3	8
472	Limbic	OFC_4	8
473	Limbic	OFC_5	8
474	Limbic	OFC_6	8
475	Limbic	OFC_7	8
476	Limbic	OFC_8	8
477	Limbic	OFC_9	8
478	Limbic	OFC_10	8
479	Limbic	OFC_11	8
480	Limbic	TempPole_1	8
481	Limbic	TempPole_2	8
482	Limbic	TempPole_3	8
483	Limbic	TempPole_4	8
484	Limbic	TempPole_5	8
485	Limbic	TempPole_6	8
486	Limbic	TempPole_7	8
487	Limbic	TempPole_8	8
488	Limbic	TempPole_9	8
489	ContA	IPS_1	9
490	ContA	IPS_2	9
491	ContA	IPS_3	9
492	ContA	IPS_4	9
493	ContA	IPS_5	9
494	ContA	IPS_6	9
495	ContA	IPS_7	9
496	ContA	IPS_8	9
497	ContA	PFCd_1	9
498	ContA	PFCd_2	9
499	ContA	PFCl_1	9
500	ContA	PFCl_2	9
501	ContA	PFCl_3	9
502	ContA	PFCl_4	9
503	ContA	PFCl_5	9
504	ContA	PFCl_6	9
505	ContA	PFCl_7	9
506	ContA	Cinga_1	9
507	ContB	Temp_1	10
508	ContB	Temp_2	10
509	ContB	Temp_3	10
510	ContB	IPL_1	10
511	ContB	IPL_2	10
512	ContB	IPL_3	10
513	ContB	IPL_4	10
514	ContB	IPL_5	10
515	ContB	PFCld_1	10
516	ContB	PFCld_2	10
517	ContB	PFCld_3	10
518	ContB	PFCld_4	10
519	ContB	PFCld_5	10
520	ContB	PFCld_6	10
521	ContB	PFCld_7	10
522	ContB	PFClv_1	10
523	ContB	PFClv_2	10
524	ContB	PFClv_3	10
525	ContB	PFClv_4	10
526	ContB	PFClv_5	10
527	ContB	PFClv_6	10
528	ContB	PFCmp_1	10
529	ContC	pCun_1	11
530	ContC	pCun_2	11
531	ContC	pCun_3	11
532	ContC	pCun_4	11
533	ContC	pCun_5	11
534	ContC	pCun_6	11
535	ContC	Cingp_1	11
536	ContC	Cingp_2	11
537	ContC	Cingp_3	11
538	DefaultA	Temp_1	12
539	DefaultA	IPL_1	12
540	DefaultA	IPL_2	12
541	DefaultA	IPL_3	12
542	DefaultA	IPL_4	12
543	DefaultA	PFCd_1	12
544	DefaultA	PFCd_2	12
545	DefaultA	PFCd_3	12
546	DefaultA	PCC_1	12
547	DefaultA	PCC_2	12
548	DefaultA	PCC_3	12
549	DefaultA	PCC_4	12
550	DefaultA	PCC_5	12
551	DefaultA	PCC_6	12
552	DefaultA	PCC_7	12
553	DefaultA	PCC_8	12
554	DefaultA	PCC_9	12
555	DefaultA	PCC_10	12
556	DefaultA	PFCm_1	12
557	DefaultA	PFCm_2	12
558	DefaultA	PFCm_3	12
559	DefaultA	PFCm_4	12
560	DefaultA	PFCm_5	12
561	DefaultA	PFCm_6	12
562	DefaultA	PFCm_7	12
563	DefaultA	PFCm_8	12
564	DefaultB	Temp_1	13
565	DefaultB	Temp_2	13
566	DefaultB	AntTemp_1	13
567	DefaultB	AntTemp_2	13
568	DefaultB	AntTemp_3	13
569	DefaultB	PFCd_1	13
570	DefaultB	PFCd_2	13
571	DefaultB	PFCd_3	13
572	DefaultB	PFCd_4	13
573	DefaultB	PFCd_5	13
574	DefaultB	PFCd_6	13
575	DefaultB	PFCv_1	13
576	DefaultB	PFCv_2	13
577	DefaultB	PFCv_3	13
578	DefaultB	PFCv_4	13
579	DefaultC	IPL_1	14
580	DefaultC	IPL_2	14
581	DefaultC	IPL_3	14
582	DefaultC	Rsp_1	14
583	DefaultC	Rsp_2	14
584	DefaultC	Rsp_3	14
585	DefaultC	PHC_1	14
586	DefaultC	PHC_2	14
587	DefaultC	PHC_3	14
588	TempPar	1	15
589	TempPar	2	15
590	TempPar	3	15
591	TempPar	4	15
592	TempPar	5	15
593	TempPar	6	15
594	TempPar	7	15
595	TempPar	8	15
596	TempPar	9	15
597	TempPar	10	15
598	TempPar	11	15
599	TempPar	12	15
600	TempPar	13	15
