	community	roi	commmunity_id
70	SomMotA	14	2
71	SomMotA	15	2
72	SomMotA	16	2
73	SomMotA	17	2
74	SomMotA	18	2
75	SomMotA	19	2
76	SomMotA	20	2
77	SomMotA	21	2
78	SomMotA	22	2
79	SomMotA	23	2
80	SomMotA	24	2
81	SomMotA	25	2
82	SomMotA	26	2
83	SomMotA	27	2
84	SomMotA	28	2
85	SomMotA	29	2
86	SomMotA	30	2
87	SomMotA	31	2
88	SomMotA	32	2
89	SomMotA	33	2
90	SomMotA	34	2
91	SomMotA	35	2
92	SomMotA	36	2
93	SomMotA	37	2
94	SomMotA	38	2
95	SomMotA	39	2
96	SomMotA	40	2
97	SomMotA	41	2
98	SomMotA	42	2
99	SomMotA	43	2
100	SomMotB	Aud_1	3
101	SomMotB	Aud_2	3
102	SomMotB	Aud_3	3
103	SomMotB	Aud_4	3
104	SomMotB	Aud_5	3
105	SomMotB	Aud_6	3
106	SomMotB	Aud_7	3
107	SomMotB	Aud_8	3
108	SomMotB	Aud_9	3
109	SomMotB	Aud_10	3
110	SomMotB	Aud_11	3
111	SomMotB	Aud_12	3
112	SomMotB	Aud_13	3
113	SomMotB	Aud_14	3
114	SomMotB	Aud_15	3
115	SomMotB	Aud_16	3
116	SomMotB	Aud_17	3
117	SomMotB	Aud_18	3
118	SomMotB	Aud_19	3
119	SomMotB	Aud_20	3
120	SomMotB	Aud_21	3
121	SomMotB	Aud_22	3
122	SomMotB	Aud_23	3
123	SomMotB	Aud_24	3
124	SomMotB	Aud_25	3
125	SomMotB	Aud_26	3
126	SomMotB	Aud_27	3
127	SomMotB	Aud_28	3
128	SomMotB	Aud_29	3
129	DorsAttnA	TempOcc_1	4
130	DorsAttnA	TempOcc_2	4
131	DorsAttnA	TempOcc_3	4
132	DorsAttnA	TempOcc_4	4
133	DorsAttnA	TempOcc_5	4
134	DorsAttnA	TempOcc_6	4
135	DorsAttnA	TempOcc_7	4
136	DorsAttnA	TempOcc_8	4
137	DorsAttnA	TempOcc_9	4
138	DorsAttnA	SPL_1	4
139	DorsAttnA	SPL_2	4
140	DorsAttnA	SPL_3	4
141	DorsAttnA	SPL_4	4
142	DorsAttnA	SPL_5	4
143	DorsAttnA	SPL_6	4
144	DorsAttnA	SPL_7	4
145	DorsAttnA	SPL_8	4
146	DorsAttnA	SPL_9	4
147	DorsAttnA	SPL_10	4
148	DorsAttnA	SPL_11	4
149	DorsAttnA	SPL_12	4
150	DorsAttnA	SPL_13	4
151	DorsAttnA	SPL_14	4
152	DorsAttnB	TempOcc_1	5
153	DorsAttnB	PostC_1	5
154	DorsAttnB	PostC_2	5
155	DorsAttnB	PostC_3	5
156	DorsAttnB	PostC_4	5
157	DorsAttnB	PostC_5	5
158	DorsAttnB	PostC_6	5
159	DorsAttnB	PostC_7	5
160	DorsAttnB	PostC_8	5
161	DorsAttnB	PostC_9	5
162	DorsAttnB	PostC_10	5
163	DorsAttnB	PostC_11	5
164	DorsAttnB	PostC_12	5
165	DorsAttnB	PostC_13	5
166	DorsAttnB	PostC_14	5
167	DorsAttnB	FEF_1	5
168	DorsAttnB	FEF_2	5
169	DorsAttnB	FEF_3	5
170	DorsAttnB	FEF_4	5
171	DorsAttnB	FEF_5	5
172	DorsAttnB	FEF_6	5
173	SalVentAttnA	ParOper_1	6
174	SalVentAttnA	ParOper_2	6
175	SalVentAttnA	ParOper_3	6
176	SalVentAttnA	ParOper_4	6
177	SalVentAttnA	ParOper_5	6
178	SalVentAttnA	ParOper_6	6
179	SalVentAttnA	Ins_1	6
180	SalVentAttnA	Ins_2	6
181	SalVentAttnA	Ins_3	6
182	SalVentAttnA	Ins_4	6
183	SalVentAttnA	Ins_5	6
184	SalVentAttnA	Ins_6	6
185	SalVentAttnA	Ins_7	6
186	SalVentAttnA	Ins_8	6
187	SalVentAttnA	Ins_9	6
188	SalVentAttnA	Ins_10	6
189	SalVentAttnA	ParMed_1	6
190	SalVentAttnA	ParMed_2	6
191	SalVentAttnA	ParMed_3	6
192	SalVentAttnA	ParMed_4	6
193	SalVentAttnA	ParMed_5	6
194	SalVentAttnA	ParMed_6	6
195	SalVentAttnA	ParMed_7	6
196	SalVentAttnA	ParMed_8	6
197	SalVentAttnA	FrMed_1	6
198	SalVentAttnA	FrMed_2	6
199	SalVentAttnA	FrMed_3	6
200	SalVentAttnA	FrMed_4	6
201	SalVentAttnA	FrMed_5	6
202	SalVentAttnA	FrMed_6	6
203	SalVentAttnA	FrMed_7	6
204	SalVentAttnB	IPL_1	7
205	SalVentAttnB	PFCd_1	7
206	SalVentAttnB	PFCl_1	7
207	SalVentAttnB	PFCl_2	7
208	SalVentAttnB	PFCl_3	7
209	SalVentAttnB	PFCl_4	7
210	SalVentAttnB	PFCl_5	7
211	SalVentAttnB	PFCl_6	7
212	SalVentAttnB	PFCv_1	7
213	SalVentAttnB	PFCv_2	7
214	SalVentAttnB	PFCv_3	7
215	SalVentAttnB	PFCv_4	7
216	SalVentAttnB	PFCv_5	7
217	SalVentAttnB	PFCmp_1	7
218	SalVentAttnB	PFCmp_2	7
219	SalVentAttnB	PFCmp_3	7
220	SalVentAttnB	PFCmp_4	7
221	Limbic	OFC_1	8
222	Limbic	OFC_2	8
223	Limbic	OFC_3	8
224	Limbic	OFC_4	8
225	Limbic	OFC_5	8
226	Limbic	OFC_6	8
227	Limbic	OFC_7	8
228	Limbic	OFC_8	8
229	Limbic	OFC_9	8
230	Limbic	OFC_10	8
231	Limbic	OFC_11	8
232	Limbic	OFC_12	8
233	Limbic	OFC_13	8
234	Limbic	TempPole_1	8
235	Limbic	TempPole_2	8
236	Limbic	TempPole_3	8
237	Limbic	TempPole_4	8
238	Limbic	TempPole_5	8
239	Limbic	TempPole_6	8
240	Limbic	TempPole_7	8
241	Limbic	TempPole_8	8
242	Limbic	TempPole_9	8
243	Limbic	TempPole_10	8
244	Limbic	TempPole_11	8
245	Limbic	TempPole_12	8
246	Limbic	TempPole_13	8
247	Limbic	TempPole_14	8
248	ContA	Temp_1	9
249	ContA	IPS_1	9
250	ContA	IPS_2	9
251	ContA	IPS_3	9
252	ContA	IPS_4	9
253	ContA	IPS_5	9
254	ContA	IPS_6	9
255	ContA	IPS_7	9
256	ContA	IPS_8	9
257	ContA	IPS_9	9
258	ContA	IPS_10	9
259	ContA	IPS_11	9
260	ContA	PFCd_1	9
261	ContA	PFCd_2	9
262	ContA	PFCl_1	9
263	ContA	PFCl_2	9
264	ContA	PFCl_3	9
265	ContA	PFCl_4	9
266	ContA	PFCl_5	9
267	ContA	PFCl_6	9
268	ContA	PFCl_7	9
269	ContA	PFCl_8	9
270	ContA	PFCl_9	9
271	ContA	PFCl_10	9
272	ContA	Cinga_1	9
273	ContB	Temp_1	10
274	ContB	Temp_2	10
275	ContB	Temp_3	10
276	ContB	IPL_1	10
277	ContB	IPL_2	10
278	ContB	IPL_3	10
279	ContB	IPL_4	10
280	ContB	IPL_5	10
281	ContB	IPL_6	10
282	ContB	PFCd_1	10
283	ContB	PFCl_1	10
284	ContB	PFCl_2	10
285	ContB	PFCl_3	10
286	ContB	PFClv_1	10
287	ContB	PFClv_2	10
288	ContB	PFClv_3	10
289	ContB	PFClv_4	10
290	ContB	PFCmp_1	10
291	ContC	pCun_1	11
292	ContC	pCun_2	11
293	ContC	pCun_3	11
294	ContC	pCun_4	11
295	ContC	pCun_5	11
296	ContC	pCun_6	11
297	ContC	pCun_7	11
298	ContC	pCun_8	11
299	ContC	pCun_9	11
300	ContC	pCun_10	11
301	ContC	pCun_11	11
302	ContC	Cingp_1	11
303	ContC	Cingp_2	11
304	ContC	Cingp_3	11
305	ContC	Cingp_4	11
306	DefaultA	IPL_1	12
307	DefaultA	IPL_2	12
308	DefaultA	IPL_3	12
309	DefaultA	IPL_4	12
310	DefaultA	IPL_5	12
311	DefaultA	PFCd_1	12
312	DefaultA	PFCd_2	12
313	DefaultA	PFCd_3	12
314	DefaultA	PFCd_4	12
315	DefaultA	PFCd_5	12
316	DefaultA	PFCd_6	12
317	DefaultA	PCC_1	12
318	DefaultA	PCC_2	12
319	DefaultA	PCC_3	12
320	DefaultA	PCC_4	12
321	DefaultA	PCC_5	12
322	DefaultA	PCC_6	12
323	DefaultA	PCC_7	12
324	DefaultA	PCC_8	12
325	DefaultA	PCC_9	12
326	DefaultA	PCC_10	12
327	DefaultA	PCC_11	12
328	DefaultA	PCC_12	12
329	DefaultA	PCC_13	12
330	DefaultA	PCC_14	12
331	DefaultA	PCC_15	12
332	DefaultA	PCC_16	12
333	DefaultA	PCC_17	12
334	DefaultA	PCC_18	12
335	DefaultA	PFCm_1	12
336	DefaultA	PFCm_2	12
337	DefaultA	PFCm_3	12
338	DefaultA	PFCm_4	12
339	DefaultA	PFCm_5	12
340	DefaultA	PFCm_6	12
341	DefaultA	PFCm_7	12
342	DefaultA	PFCm_8	12
343	DefaultB	Temp_1	13
344	DefaultB	Temp_2	13
345	DefaultB	Temp_3	13
346	DefaultB	Temp_4	13
347	DefaultB	Temp_5	13
348	DefaultB	Temp_6	13
349	DefaultB	Temp_7	13
350	DefaultB	Temp_8	13
351	DefaultB	Temp_9	13
352	DefaultB	Temp_10	13
353	DefaultB	Temp_11	13
354	DefaultB	IPL_1	13
355	DefaultB	IPL_2	13
356	DefaultB	IPL_3	13
357	DefaultB	IPL_4	13
358	DefaultB	IPL_5	13
359	DefaultB	PFCd_1	13
360	DefaultB	PFCd_2	13
361	DefaultB	PFCd_3	13
362	DefaultB	PFCd_4	13
363	DefaultB	PFCd_5	13
364	DefaultB	PFCd_6	13
365	DefaultB	PFCd_7	13
366	DefaultB	PFCd_8	13
367	DefaultB	PFCd_9	13
368	DefaultB	PFCd_10	13
369	DefaultB	PFCd_11	13
370	DefaultB	PFCd_12	13
371	DefaultB	PFCl_1	13
372	DefaultB	PFCl_2	13
373	DefaultB	PFCv_1	13
374	DefaultB	PFCv_2	13
375	DefaultB	PFCv_3	13
376	DefaultB	PFCv_4	13
377	DefaultB	PFCv_5	13
378	DefaultB	PFCv_6	13
379	DefaultC	IPL_1	14
380	DefaultC	IPL_2	14
381	DefaultC	Rsp_1	14
382	DefaultC	Rsp_2	14
383	DefaultC	Rsp_3	14
384	DefaultC	Rsp_4	14
385	DefaultC	PHC_1	14
386	DefaultC	PHC_2	14
387	DefaultC	PHC_3	14
388	DefaultC	PHC_4	14
389	DefaultC	PHC_5	14
390	TempPar	1	15
391	TempPar	2	15
392	TempPar	3	15
393	TempPar	4	15
394	TempPar	5	15
395	TempPar	6	15
396	TempPar	7	15
397	TempPar	8	15
398	TempPar	9	15
399	TempPar	10	15
400	TempPar	11	15
401	VisCent	ExStr_1	0
402	VisCent	ExStr_2	0
403	VisCent	ExStr_3	0
404	VisCent	ExStr_4	0
405	VisCent	ExStr_5	0
406	VisCent	ExStr_6	0
407	VisCent	ExStr_7	0
408	VisCent	ExStr_8	0
409	VisCent	ExStr_9	0
410	VisCent	ExStr_10	0
411	VisCent	ExStr_11	0
412	VisCent	ExStr_12	0
413	VisCent	ExStr_13	0
414	VisCent	ExStr_14	0
415	VisCent	ExStr_15	0
416	VisCent	ExStr_16	0
417	VisCent	ExStr_17	0
418	VisCent	ExStr_18	0
419	VisCent	ExStr_19	0
420	VisCent	ExStr_20	0
421	VisCent	ExStr_21	0
422	VisCent	ExStr_22	0
423	VisCent	ExStr_23	0
424	VisCent	ExStr_24	0
425	VisCent	ExStr_25	0
426	VisCent	ExStr_26	0
427	VisCent	ExStr_27	0
428	VisCent	ExStr_28	0
429	VisCent	ExStr_29	0
430	VisCent	ExStr_30	0
431	VisCent	ExStr_31	0
432	VisPeri	ExStrSup_1	1
433	VisPeri	ExStrSup_2	1
434	VisPeri	ExStrSup_3	1
435	VisPeri	ExStrSup_4	1
436	VisPeri	ExStrSup_5	1
437	VisPeri	ExStrSup_6	1
438	VisPeri	ExStrSup_7	1
439	VisPeri	ExStrSup_8	1
440	VisPeri	ExStrSup_9	1
441	VisPeri	ExStrSup_10	1
442	VisPeri	ExStrSup_11	1
443	VisPeri	ExStrSup_12	1
444	VisPeri	ExStrSup_13	1
445	VisPeri	ExStrSup_14	1
446	VisPeri	ExStrSup_15	1
447	VisPeri	ExStrSup_16	1
448	VisPeri	ExStrSup_17	1
449	VisPeri	ExStrSup_18	1
450	VisPeri	ExStrSup_19	1
451	VisPeri	ExStrSup_20	1
452	VisPeri	ExStrSup_21	1
453	VisPeri	ExStrSup_22	1
454	VisPeri	ExStrSup_23	1
455	VisPeri	ExStrSup_24	1
456	VisPeri	ExStrSup_25	1
457	VisPeri	ExStrSup_26	1
458	SomMotA	1	2
459	SomMotA	2	2
460	SomMotA	3	2
461	SomMotA	4	2
462	SomMotA	5	2
463	SomMotA	6	2
464	SomMotA	7	2
465	SomMotA	8	2
466	SomMotA	9	2
467	SomMotA	10	2
468	SomMotA	11	2
469	SomMotA	12	2
470	SomMotA	13	2
471	SomMotA	14	2
472	SomMotA	15	2
473	SomMotA	16	2
474	SomMotA	17	2
475	SomMotA	18	2
476	SomMotA	19	2
477	SomMotA	20	2
478	SomMotA	21	2
479	SomMotA	22	2
480	SomMotA	23	2
481	SomMotA	24	2
482	SomMotA	25	2
483	SomMotA	26	2
484	SomMotA	27	2
485	SomMotA	28	2
486	SomMotA	29	2
487	SomMotA	30	2
488	SomMotA	31	2
489	SomMotA	32	2
490	SomMotA	33	2
491	SomMotA	34	2
492	SomMotA	35	2
493	SomMotA	36	2
494	SomMotB	S2_1	3
495	SomMotB	S2_2	3
496	SomMotB	S2_3	3
497	SomMotB	S2_4	3
498	SomMotB	S2_5	3
499	SomMotB	S2_6	3
500	SomMotB	S2_7	3
501	SomMotB	S2_8	3
502	SomMotB	S2_9	3
503	SomMotB	S2_10	3
504	SomMotB	S2_11	3
505	SomMotB	S2_12	3
506	SomMotB	S2_13	3
507	SomMotB	S2_14	3
508	SomMotB	S2_15	3
509	SomMotB	S2_16	3
510	SomMotB	S2_17	3
511	SomMotB	S2_18	3
512	SomMotB	S2_19	3
513	SomMotB	S2_20	3
514	SomMotB	S2_21	3
515	SomMotB	S2_22	3
516	SomMotB	S2_23	3
517	SomMotB	S2_24	3
518	SomMotB	S2_25	3
519	SomMotB	S2_26	3
520	DorsAttnA	TempOcc_1	4
521	DorsAttnA	TempOcc_2	4
522	DorsAttnA	TempOcc_3	4
523	DorsAttnA	TempOcc_4	4
524	DorsAttnA	TempOcc_5	4
525	DorsAttnA	TempOcc_6	4
526	DorsAttnA	TempOcc_7	4
527	DorsAttnA	TempOcc_8	4
528	DorsAttnA	TempOcc_9	4
529	DorsAttnA	TempOcc_10	4
530	DorsAttnA	SPL_1	4
531	DorsAttnA	SPL_2	4
532	DorsAttnA	SPL_3	4
533	DorsAttnA	SPL_4	4
534	DorsAttnA	SPL_5	4
535	DorsAttnA	SPL_6	4
536	DorsAttnA	SPL_7	4
537	DorsAttnA	SPL_8	4
538	DorsAttnA	SPL_9	4
539	DorsAttnA	SPL_10	4
540	DorsAttnA	SPL_11	4
541	DorsAttnA	SPL_12	4
542	DorsAttnA	SPL_13	4
543	DorsAttnA	SPL_14	4
544	DorsAttnB	TempOcc_1	5
545	DorsAttnB	PostC_1	5
546	DorsAttnB	PostC_2	5
547	DorsAttnB	PostC_3	5
548	DorsAttnB	PostC_4	5
549	DorsAttnB	PostC_5	5
550	DorsAttnB	PostC_6	5
551	DorsAttnB	PostC_7	5
552	DorsAttnB	PostC_8	5
553	DorsAttnB	PostC_9	5
554	DorsAttnB	PostC_10	5
555	DorsAttnB	PostC_11	5
556	DorsAttnB	PostC_12	5
557	DorsAttnB	PostC_13	5
558	DorsAttnB	FEF_1	5
559	DorsAttnB	FEF_2	5
560	DorsAttnB	FEF_3	5
561	DorsAttnB	FEF_4	5
562	DorsAttnB	FEF_5	5
563	DorsAttnB	FEF_6	5
564	DorsAttnB	PrCv_1	5
565	DorsAttnB	PrCv_2	5
566	SalVentAttnA	ParOper_1	6
567	SalVentAttnA	ParOper_2	6
568	SalVentAttnA	ParOper_3	6
569	SalVentAttnA	ParOper_4	6
570	SalVentAttnA	ParOper_5	6
571	SalVentAttnA	ParOper_6	6
572	SalVentAttnA	ParOper_7	6
573	SalVentAttnA	ParOper_8	6
574	SalVentAttnA	ParOper_9	6
575	SalVentAttnA	PrC_1	6
576	SalVentAttnA	Ins_1	6
577	SalVentAttnA	Ins_2	6
578	SalVentAttnA	Ins_3	6
579	SalVentAttnA	Ins_4	6
580	SalVentAttnA	Ins_5	6
581	SalVentAttnA	Ins_6	6
582	SalVentAttnA	Ins_7	6
583	SalVentAttnA	Ins_8	6
584	SalVentAttnA	Ins_9	6
585	SalVentAttnA	Ins_10	6
586	SalVentAttnA	Ins_11	6
587	SalVentAttnA	Ins_12	6
588	SalVentAttnA	Ins_13	6
589	SalVentAttnA	Ins_14	6
590	SalVentAttnA	FrMed_1	6
591	SalVentAttnA	FrMed_2	6
592	SalVentAttnA	FrMed_3	6
593	SalVentAttnA	FrMed_4	6
594	SalVentAttnA	FrMed_5	6
595	SalVentAttnA	FrMed_6	6
596	SalVentAttnA	FrMed_7	6
597	SalVentAttnA	FrMed_8	6
598	SalVentAttnA	FrMed_9	6
599	SalVentAttnA	FrMed_10	6
600	SalVentAttnA	FrMed_11	6
601	SalVentAttnA	FrMed_12	6
602	SalVentAttnA	FrMed_13	6
603	SalVentAttnA	FrMed_14	6
604	SalVentAttnA	FrMed_15	6
605	SalVentAttnA	FrMed_16	6
606	SalVentAttnA	FrMed_17	6
607	SalVentAttnA	FrMed_18	6
608	SalVentAttnA	FrMed_19	6
609	SalVentAttnB	IPL_1	7
610	SalVentAttnB	IPL_2	7
611	SalVentAttnB	IPL_3	7
612	SalVentAttnB	PFCd_1	7
613	SalVentAttnB	PFCl_1	7
614	SalVentAttnB	PFCl_2	7
615	SalVentAttnB	PFCl_3	7
616	SalVentAttnB	PFCl_4	7
617	SalVentAttnB	PFCl_5	7
618	SalVentAttnB	PFCv_1	7
619	SalVentAttnB	PFCv_2	7
620	SalVentAttnB	PFCv_3	7
621	SalVentAttnB	PFCv_4	7
622	SalVentAttnB	PFCv_5	7
623	SalVentAttnB	PFCv_6	7
624	SalVentAttnB	PFCv_7	7
625	SalVentAttnB	PFCv_8	7
626	SalVentAttnB	PFCmp_1	7
627	SalVentAttnB	PFCmp_2	7
628	SalVentAttnB	PFCmp_3	7
629	SalVentAttnB	PFCmp_4	7
630	Limbic	OFC_1	8
631	Limbic	OFC_2	8
632	Limbic	OFC_3	8
633	Limbic	OFC_4	8
634	Limbic	OFC_5	8
635	Limbic	OFC_6	8
636	Limbic	OFC_7	8
637	Limbic	OFC_8	8
638	Limbic	OFC_9	8
639	Limbic	OFC_10	8
640	Limbic	OFC_11	8
641	Limbic	OFC_12	8
642	Limbic	OFC_13	8
643	Limbic	TempPole_1	8
644	Limbic	TempPole_2	8
645	Limbic	TempPole_3	8
646	Limbic	TempPole_4	8
647	Limbic	TempPole_5	8
648	Limbic	TempPole_6	8
649	Limbic	TempPole_7	8
650	Limbic	TempPole_8	8
651	Limbic	TempPole_9	8
652	Limbic	TempPole_10	8
653	Limbic	TempPole_11	8
654	Limbic	TempPole_12	8
655	Limbic	TempPole_13	8
656	ContA	Temp_1	9
657	ContA	Temp_2	9
658	ContA	Temp_3	9
659	ContA	IPS_1	9
660	ContA	IPS_2	9
661	ContA	IPS_3	9
662	ContA	IPS_4	9
663	ContA	IPS_5	9
664	ContA	IPS_6	9
665	ContA	IPS_7	9
666	ContA	IPS_8	9
667	ContA	IPS_9	9
668	ContA	PFCd_1	9
669	ContA	PFCl_1	9
670	ContA	PFCl_2	9
671	ContA	PFCl_3	9
672	ContA	PFCl_4	9
673	ContA	PFCl_5	9
674	ContA	PFCl_6	9
675	ContA	PFCl_7	9
676	ContA	PFCl_8	9
677	ContA	PFCl_9	9
678	ContA	PFCl_10	9
679	ContA	PFCl_11	9
680	ContA	Cinga_1	9
681	ContB	Temp_1	10
682	ContB	Temp_2	10
683	ContB	Temp_3	10
684	ContB	IPL_1	10
685	ContB	IPL_2	10
686	ContB	IPL_3	10
687	ContB	IPL_4	10
688	ContB	IPL_5	10
689	ContB	IPL_6	10
690	ContB	IPL_7	10
691	ContB	PFCld_1	10
692	ContB	PFCld_2	10
693	ContB	PFCld_3	10
694	ContB	PFCld_4	10
695	ContB	PFCld_5	10
696	ContB	PFCld_6	10
697	ContB	PFCld_7	10
698	ContB	PFCld_8	10
699	ContB	PFClv_1	10
700	ContB	PFClv_2	10
701	ContB	PFClv_3	10
702	ContB	PFClv_4	10
703	ContB	PFClv_5	10
704	ContB	PFClv_6	10
705	ContB	PFClv_7	10
706	ContB	PFClv_8	10
707	ContB	PFCmp_1	10
708	ContB	PFCmp_2	10
709	ContC	pCun_1	11
710	ContC	pCun_2	11
711	ContC	pCun_3	11
712	ContC	pCun_4	11
713	ContC	pCun_5	11
714	ContC	pCun_6	11
715	ContC	pCun_7	11
716	ContC	pCun_8	11
717	ContC	pCun_9	11
718	ContC	pCun_10	11
719	ContC	pCun_11	11
720	ContC	Cingp_1	11
721	ContC	Cingp_2	11
722	ContC	Cingp_3	11
723	DefaultA	Temp_1	12
724	DefaultA	IPL_1	12
725	DefaultA	IPL_2	12
726	DefaultA	IPL_3	12
727	DefaultA	IPL_4	12
728	DefaultA	IPL_5	12
729	DefaultA	IPL_6	12
730	DefaultA	PFCd_1	12
731	DefaultA	PFCd_2	12
732	DefaultA	PFCd_3	12
733	DefaultA	PFCd_4	12
734	DefaultA	PCC_1	12
735	DefaultA	PCC_2	12
736	DefaultA	PCC_3	12
737	DefaultA	PCC_4	12
738	DefaultA	PCC_5	12
739	DefaultA	PCC_6	12
740	DefaultA	PCC_7	12
741	DefaultA	PCC_8	12
742	DefaultA	PCC_9	12
743	DefaultA	PCC_10	12
744	DefaultA	PCC_11	12
745	DefaultA	PCC_12	12
746	DefaultA	PCC_13	12
747	DefaultA	PCC_14	12
748	DefaultA	PFCm_1	12
749	DefaultA	PFCm_2	12
750	DefaultA	PFCm_3	12
751	DefaultA	PFCm_4	12
752	DefaultA	PFCm_5	12
753	DefaultA	PFCm_6	12
754	DefaultA	PFCm_7	12
755	DefaultA	PFCm_8	12
756	DefaultA	PFCm_9	12
757	DefaultA	PFCm_10	12
758	DefaultA	PFCm_11	12
759	DefaultB	Temp_1	13
760	DefaultB	Temp_2	13
761	DefaultB	Temp_3	13
762	DefaultB	AntTemp_1	13
763	DefaultB	AntTemp_2	13
764	DefaultB	PFCd_1	13
765	DefaultB	PFCd_2	13
766	DefaultB	PFCd_3	13
767	DefaultB	PFCd_4	13
768	DefaultB	PFCd_5	13
769	DefaultB	PFCd_6	13
770	DefaultB	PFCd_7	13
771	DefaultB	PFCv_1	13
772	DefaultB	PFCv_2	13
773	DefaultB	PFCv_3	13
774	DefaultC	IPL_1	14
775	DefaultC	IPL_2	14
776	DefaultC	Rsp_1	14
777	DefaultC	Rsp_2	14
778	DefaultC	Rsp_3	14
779	DefaultC	PHC_1	14
780	DefaultC	PHC_2	14
781	DefaultC	PHC_3	14
782	DefaultC	PHC_4	14
783	TempPar	1	15
784	TempPar	2	15
785	TempPar	3	15
786	TempPar	4	15
787	TempPar	5	15
788	TempPar	6	15
789	TempPar	7	15
790	TempPar	8	15
791	TempPar	9	15
792	TempPar	10	15
793	TempPar	11	15
794	TempPar	12	15
795	TempPar	13	15
796	TempPar	14	15
797	TempPar	15	15
798	TempPar	16	15
799	TempPar	17	15
800	TempPar	18	15
