	community	roi	community_id
75	DorsAttnA	TempOcc_1	4
76	DorsAttnA	TempOcc_2	4
77	DorsAttnA	TempOcc_3	4
78	DorsAttnA	SPL_1	4
79	DorsAttnA	SPL_2	4
80	DorsAttnA	SPL_3	4
81	DorsAttnA	SPL_4	4
82	DorsAttnA	SPL_5	4
83	DorsAttnA	SPL_6	4
84	DorsAttnA	SPL_7	4
85	DorsAttnA	SPL_8	4
86	DorsAttnA	SPL_9	4
87	DorsAttnA	SPL_10	4
88	DorsAttnA	SPL_11	4
89	DorsAttnB	TempOcc_1	5
90	DorsAttnB	PostC_1	5
91	DorsAttnB	PostC_2	5
92	DorsAttnB	PostC_3	5
93	DorsAttnB	PostC_4	5
94	DorsAttnB	PostC_5	5
95	DorsAttnB	PostC_6	5
96	DorsAttnB	PostC_7	5
97	DorsAttnB	PostC_8	5
98	DorsAttnB	FEF_1	5
99	DorsAttnB	FEF_2	5
100	DorsAttnB	FEF_3	5
101	SalVentAttnA	ParOper_1	6
102	SalVentAttnA	ParOper_2	6
103	SalVentAttnA	ParOper_3	6
104	SalVentAttnA	ParOper_4	6
105	SalVentAttnA	Ins_1	6
106	SalVentAttnA	Ins_2	6
107	SalVentAttnA	Ins_3	6
108	SalVentAttnA	Ins_4	6
109	SalVentAttnA	Ins_5	6
110	SalVentAttnA	Ins_6	6
111	SalVentAttnA	Ins_7	6
112	SalVentAttnA	ParMed_1	6
113	SalVentAttnA	ParMed_2	6
114	SalVentAttnA	ParMed_3	6
115	SalVentAttnA	ParMed_4	6
116	SalVentAttnA	ParMed_5	6
117	SalVentAttnA	ParMed_6	6
118	SalVentAttnA	ParMed_7	6
119	SalVentAttnA	ParMed_8	6
120	SalVentAttnA	ParMed_9	6
121	SalVentAttnA	FrMed_1	6
122	SalVentAttnB	IPL_1	7
123	SalVentAttnB	PFCl_1	7
124	SalVentAttnB	PFCl_2	7
125	SalVentAttnB	PFCl_3	7
126	SalVentAttnB	PFCv_1	7
127	SalVentAttnB	PFCv_2	7
128	SalVentAttnB	PFCv_3	7
129	SalVentAttnB	PFCmp_1	7
130	SalVentAttnB	PFCmp_2	7
131	SalVentAttnB	PFCmp_3	7
132	SalVentAttnB	PFCmp_4	7
133	Limbic	OFC_1	8
134	Limbic	OFC_2	8
135	Limbic	OFC_3	8
136	Limbic	OFC_4	8
137	Limbic	OFC_5	8
138	Limbic	OFC_6	8
139	Limbic	TempPole_1	8
140	Limbic	TempPole_2	8
141	Limbic	TempPole_3	8
142	Limbic	TempPole_4	8
143	Limbic	TempPole_5	8
144	Limbic	TempPole_6	8
145	Limbic	TempPole_7	8
146	Limbic	TempPole_8	8
147	Limbic	TempPole_9	8
148	Limbic	TempPole_10	8
149	ContA	Temp_1	9
150	ContA	IPS_1	9
151	ContA	IPS_2	9
152	ContA	IPS_3	9
153	ContA	IPS_4	9
154	ContA	IPS_5	9
155	ContA	IPS_6	9
156	ContA	IPS_7	9
157	ContA	IPS_8	9
158	ContA	PFCd_1	9
159	ContA	PFCd_2	9
160	ContA	PFCl_1	9
161	ContA	PFCl_2	9
162	ContA	PFCl_3	9
163	ContA	PFCl_4	9
164	ContA	PFCl_5	9
165	ContA	PFCl_6	9
166	ContA	Cinga_1	9
167	ContB	Temp_1	10
168	ContB	IPL_1	10
169	ContB	IPL_2	10
170	ContB	PFCd_1	10
171	ContB	PFCd_2	10
172	ContB	PFCl_1	10
173	ContB	PFClv_1	10
174	ContB	PFClv_2	10
175	ContB	PFClv_3	10
176	ContB	PFClv_4	10
177	ContB	PFCmp_1	10
178	ContC	pCun_1	11
179	ContC	pCun_2	11
180	ContC	pCun_3	11
181	ContC	pCun_4	11
182	ContC	Cingp_1	11
183	ContC	Cingp_2	11
184	DefaultA	IPL_1	12
185	DefaultA	IPL_2	12
186	DefaultA	IPL_3	12
187	DefaultA	IPL_4	12
188	DefaultA	PFCd_1	12
189	DefaultA	PFCd_2	12
190	DefaultA	PFCd_3	12
191	DefaultA	PCC_1	12
192	DefaultA	PCC_2	12
193	DefaultA	PCC_3	12
194	DefaultA	PCC_4	12
195	DefaultA	PCC_5	12
196	DefaultA	PCC_6	12
197	DefaultA	PCC_7	12
198	DefaultA	PCC_8	12
199	DefaultA	PFCm_1	12
200	DefaultA	PFCm_2	12
201	DefaultA	PFCm_3	12
202	DefaultA	PFCm_4	12
203	DefaultA	PFCm_5	12
204	DefaultA	PFCm_6	12
205	DefaultA	PFCm_7	12
206	DefaultB	Temp_1	13
207	DefaultB	Temp_2	13
208	DefaultB	Temp_3	13
209	DefaultB	Temp_4	13
210	DefaultB	Temp_5	13
211	DefaultB	Temp_6	13
212	DefaultB	IPL_1	13
213	DefaultB	IPL_2	13
214	DefaultB	PFCd_1	13
215	DefaultB	PFCd_2	13
216	DefaultB	PFCd_3	13
217	DefaultB	PFCd_4	13
218	DefaultB	PFCd_5	13
219	DefaultB	PFCd_6	13
220	DefaultB	PFCd_7	13
221	DefaultB	PFCl_1	13
222	DefaultB	PFCl_2	13
223	DefaultB	PFCv_1	13
224	DefaultB	PFCv_2	13
225	DefaultB	PFCv_3	13
226	DefaultB	PFCv_4	13
227	DefaultB	PFCv_5	13
228	DefaultB	PFCv_6	13
229	DefaultB	PFCv_7	13
230	DefaultB	PFCv_8	13
231	DefaultC	IPL_1	14
232	DefaultC	Rsp_1	14
233	DefaultC	Rsp_2	14
234	DefaultC	Rsp_3	14
235	DefaultC	Rsp_4	14
236	DefaultC	PHC_1	14
237	DefaultC	PHC_2	14
238	DefaultC	PHC_3	14
239	DefaultC	PHC_4	14
240	DefaultC	PHC_5	14
241	TempPar	1	15
242	TempPar	2	15
243	TempPar	3	15
244	TempPar	4	15
245	TempPar	5	15
246	TempPar	6	15
247	TempPar	7	15
248	TempPar	8	15
249	TempPar	9	15
250	TempPar	10	15
251	VisCent	ExStr_1	0
252	VisCent	ExStr_2	0
253	VisCent	ExStr_3	0
254	VisCent	ExStr_4	0
255	VisCent	ExStr_5	0
256	VisCent	ExStr_6	0
257	VisCent	ExStr_7	0
258	VisCent	ExStr_8	0
259	VisCent	ExStr_9	0
260	VisCent	ExStr_10	0
261	VisCent	ExStr_11	0
262	VisCent	ExStr_12	0
263	VisCent	ExStr_13	0
264	VisCent	ExStr_14	0
265	VisCent	ExStr_15	0
266	VisCent	ExStr_16	0
267	VisCent	ExStr_17	0
268	VisPeri	ExStrSup_1	1
269	VisPeri	ExStrSup_2	1
270	VisPeri	ExStrSup_3	1
271	VisPeri	ExStrSup_4	1
272	VisPeri	ExStrSup_5	1
273	VisPeri	ExStrSup_6	1
274	VisPeri	ExStrSup_7	1
275	VisPeri	ExStrSup_8	1
276	VisPeri	ExStrSup_9	1
277	VisPeri	ExStrSup_10	1
278	VisPeri	ExStrSup_11	1
279	VisPeri	ExStrSup_12	1
280	SomMotA	1	2
281	SomMotA	2	2
282	SomMotA	3	2
283	SomMotA	4	2
284	SomMotA	5	2
285	SomMotA	6	2
286	SomMotA	7	2
287	SomMotA	8	2
288	SomMotA	9	2
289	SomMotA	10	2
290	SomMotA	11	2
291	SomMotA	12	2
292	SomMotA	13	2
293	SomMotA	14	2
294	SomMotA	15	2
295	SomMotA	16	2
296	SomMotA	17	2
297	SomMotA	18	2
298	SomMotA	19	2
299	SomMotA	20	2
300	SomMotA	21	2
301	SomMotA	22	2
302	SomMotA	23	2
303	SomMotA	24	2
304	SomMotA	25	2
305	SomMotA	26	2
306	SomMotB	S2_1	3
307	SomMotB	S2_2	3
308	SomMotB	S2_3	3
309	SomMotB	S2_4	3
310	SomMotB	S2_5	3
311	SomMotB	S2_6	3
312	SomMotB	S2_7	3
313	SomMotB	S2_8	3
314	SomMotB	S2_9	3
315	SomMotB	S2_10	3
316	SomMotB	S2_11	3
317	SomMotB	S2_12	3
318	SomMotB	S2_13	3
319	SomMotB	S2_14	3
320	SomMotB	S2_15	3
321	SomMotB	S2_16	3
322	SomMotB	S2_17	3
323	DorsAttnA	TempOcc_1	4
324	DorsAttnA	TempOcc_2	4
325	DorsAttnA	ParOcc_1	4
326	DorsAttnA	ParOcc_2	4
327	DorsAttnA	SPL_1	4
328	DorsAttnA	SPL_2	4
329	DorsAttnA	SPL_3	4
330	DorsAttnA	SPL_4	4
331	DorsAttnA	SPL_5	4
332	DorsAttnA	SPL_6	4
333	DorsAttnA	SPL_7	4
334	DorsAttnA	SPL_8	4
335	DorsAttnA	SPL_9	4
336	DorsAttnB	TempOcc_1	5
337	DorsAttnB	PostC_1	5
338	DorsAttnB	PostC_2	5
339	DorsAttnB	PostC_3	5
340	DorsAttnB	PostC_4	5
341	DorsAttnB	PostC_5	5
342	DorsAttnB	PostC_6	5
343	DorsAttnB	PostC_7	5
344	DorsAttnB	PostC_8	5
345	DorsAttnB	PostC_9	5
346	DorsAttnB	PostC_10	5
347	DorsAttnB	PostC_11	5
348	DorsAttnB	FEF_1	5
349	DorsAttnB	FEF_2	5
350	DorsAttnB	FEF_3	5
351	DorsAttnB	FEF_4	5
352	DorsAttnB	PrCv_1	5
353	SalVentAttnA	ParOper_1	6
354	SalVentAttnA	ParOper_2	6
355	SalVentAttnA	ParOper_3	6
356	SalVentAttnA	ParOper_4	6
357	SalVentAttnA	PrC_1	6
358	SalVentAttnA	Ins_1	6
359	SalVentAttnA	Ins_2	6
360	SalVentAttnA	Ins_3	6
361	SalVentAttnA	Ins_4	6
362	SalVentAttnA	Ins_5	6
363	SalVentAttnA	Ins_6	6
364	SalVentAttnA	Ins_7	6
365	SalVentAttnA	FrMed_1	6
366	SalVentAttnA	FrMed_2	6
367	SalVentAttnA	FrMed_3	6
368	SalVentAttnA	FrMed_4	6
369	SalVentAttnA	FrMed_5	6
370	SalVentAttnA	FrMed_6	6
371	SalVentAttnA	FrMed_7	6
372	SalVentAttnA	FrMed_8	6
373	SalVentAttnA	FrMed_9	6
374	SalVentAttnB	IPL_1	7
375	SalVentAttnB	IPL_2	7
376	SalVentAttnB	IPL_3	7
377	SalVentAttnB	PFCd_1	7
378	SalVentAttnB	PFCd_2	7
379	SalVentAttnB	PFCl_1	7
380	SalVentAttnB	PFCl_2	7
381	SalVentAttnB	PFCl_3	7
382	SalVentAttnB	PFCl_4	7
383	SalVentAttnB	PFCv_1	7
384	SalVentAttnB	PFCv_2	7
385	SalVentAttnB	PFCv_3	7
386	SalVentAttnB	PFCv_4	7
387	SalVentAttnB	PFCv_5	7
388	SalVentAttnB	PFCv_6	7
389	SalVentAttnB	PFCmp_1	7
390	SalVentAttnB	PFCmp_2	7
391	SalVentAttnB	PFCmp_3	7
392	Limbic	OFC_1	8
393	Limbic	OFC_2	8
394	Limbic	OFC_3	8
395	Limbic	OFC_4	8
396	Limbic	OFC_5	8
397	Limbic	OFC_6	8
398	Limbic	OFC_7	8
399	Limbic	TempPole_1	8
400	Limbic	TempPole_2	8
401	Limbic	TempPole_3	8
402	Limbic	TempPole_4	8
403	Limbic	TempPole_5	8
404	Limbic	TempPole_6	8
405	Limbic	TempPole_7	8
406	Limbic	TempPole_8	8
407	Limbic	TempPole_9	8
408	ContA	IPS_1	9
409	ContA	IPS_2	9
410	ContA	IPS_3	9
411	ContA	IPS_4	9
412	ContA	PFCd_1	9
413	ContA	PFCl_1	9
414	ContA	PFCl_2	9
415	ContA	PFCl_3	9
416	ContA	PFCl_4	9
417	ContA	PFCl_5	9
418	ContA	PFCl_6	9
419	ContA	PFCl_7	9
420	ContA	Cinga_1	9
421	ContB	Temp_1	10
422	ContB	Temp_2	10
423	ContB	Temp_3	10
424	ContB	IPL_1	10
425	ContB	IPL_2	10
426	ContB	IPL_3	10
427	ContB	IPL_4	10
428	ContB	IPL_5	10
429	ContB	PFCld_1	10
430	ContB	PFCld_2	10
431	ContB	PFCld_3	10
432	ContB	PFCld_4	10
433	ContB	PFCld_5	10
434	ContB	PFCld_6	10
435	ContB	PFClv_1	10
436	ContB	PFClv_2	10
437	ContB	PFClv_3	10
438	ContB	PFClv_4	10
439	ContB	PFClv_5	10
440	ContB	PFCmp_1	10
441	ContB	PFCmp_2	10
442	ContC	pCun_1	11
443	ContC	pCun_2	11
444	ContC	pCun_3	11
445	ContC	pCun_4	11
446	ContC	pCun_5	11
447	ContC	pCun_6	11
448	ContC	Cingp_1	11
449	ContC	Cingp_2	11
450	ContC	Cingp_3	11
451	DefaultA	Temp_1	12
452	DefaultA	IPL_1	12
453	DefaultA	IPL_2	12
454	DefaultA	IPL_3	12
455	DefaultA	PFCd_1	12
456	DefaultA	PFCd_2	12
457	DefaultA	PFCd_3	12
458	DefaultA	PCC_1	12
459	DefaultA	PCC_2	12
460	DefaultA	PCC_3	12
461	DefaultA	PCC_4	12
462	DefaultA	PCC_5	12
463	DefaultA	PCC_6	12
464	DefaultA	PCC_7	12
465	DefaultA	PFCm_1	12
466	DefaultA	PFCm_2	12
467	DefaultA	PFCm_3	12
468	DefaultA	PFCm_4	12
469	DefaultA	PFCm_5	12
470	DefaultA	PFCm_6	12
471	DefaultA	PFCm_7	12
472	DefaultB	Temp_1	13
473	DefaultB	Temp_2	13
474	DefaultB	AntTemp_1	13
475	DefaultB	AntTemp_2	13
476	DefaultB	PFCd_1	13
477	DefaultB	PFCd_2	13
478	DefaultB	PFCd_3	13
479	DefaultB	PFCd_4	13
480	DefaultB	PFCd_5	13
481	DefaultB	PFCv_1	13
482	DefaultB	PFCv_2	13
483	DefaultC	IPL_1	14
484	DefaultC	Rsp_1	14
485	DefaultC	Rsp_2	14
486	DefaultC	PHC_1	14
487	DefaultC	PHC_2	14
488	DefaultC	PHC_3	14
489	TempPar	1	15
490	TempPar	2	15
491	TempPar	3	15
492	TempPar	4	15
493	TempPar	5	15
494	TempPar	6	15
495	TempPar	7	15
496	TempPar	8	15
497	TempPar	9	15
498	TempPar	10	15
499	TempPar	11	15
500	TempPar	12	15
